claim_id,report,location,claim_class,claim,source,access_level,independent_tier,verdict,severity,transferability,corrected_wording
A-CLAUSE-0693,Antigravity review,Question 7; L693,inference/system fact,|  5. Subjective Tempo/TUT  VERY LOW (Noise)   LOW (Trivial Effect)     REJECTED    |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0694,Antigravity review,Question 7; L694,inference/system fact,|  6. Continuous ROM Slider VERY LOW (Bias)    HIGH (Angle Specific)    REJECTED    |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0695,Antigravity review,Question 7; L695,inference/system fact,|  7. Form Quality Score    VERY LOW (Dunning) MODERATE                 REJECTED    |,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0696,Antigravity review,Question 7; L696,inference/system fact,+-----------------------------------------------------------------------------------+,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0704,Antigravity review,Question 7; L704,published finding,"- **Physiological Reality:** Longer rest intervals (>2 minutes, 2–3 min) are superior to short rest (<1 min) for 1RM strength ($g = 0.35$, $p < 0.05$) and multi-joint hypertrophy [Tier A; Grgic et al. 2018, PMID: 28933024, DOI: 10.1007/s40279-017-0788-x; Tier A; Davidson & Barillas 2025, DOI: 10.1101/2025.09.22.25336351].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0705,Antigravity review,Question 7; L705,published finding,"- **Singer et al. (2024)** [Tier A; PMID: 39205815, DOI: 10.3389/fspor.2024.1429789] (Bayesian meta-analysis, 9 studies): Benefit for rest $>60\text{s}$ ($\text{SMD} = 0.13-0.17$), plateauing past 90–120 seconds.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0706,Antigravity review,Question 7; L706,inference/system fact,"- **The ""Density Progression"" Trap:** Compressing rest intervals while holding load/reps constant increases cardiovascular strain and metabolic acidosis, but causes a 20–50% drop-off in subsequent set force output, blunts mechanical tension, and induces technical breakdown.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0707,Antigravity review,Question 7; L707,design proposal,"- **App Verdict:** **REJECT AS PROGRESSION METRIC**. Rest timers should be used solely as *restraint boundaries* (e.g., ensuring adequate recovery of $\ge 2$ min), never as a scored progression variable.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0710,Antigravity review,Question 7; L710,published finding,"- **Measurement Reliability (Tier B−):** Self-reporting continuous ROM (e.g., ""90% depth"") has near-zero reliability. Athletes exhibit severe observer drift, cutting depth by 10–25% under high exertion while believing form remained constant [Tier B−; Weakley et al. 2021, DOI: 10.1519/SSC.0000000000000560].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0711,Antigravity review,Question 7; L711,design proposal,"- **App Verdict:** **REJECT AS CONTINUOUS SLIDER; ACCEPT AS DISCRETE CATEGORICAL MILESTONES** (e.g., ""Floor Push-Up"" vs ""Deficit Push-Up"").",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0714,Antigravity review,Question 7; L714,published finding,- **Measurement Reliability (Tier B−):** Self-counted seconds during high RPE exertion diverge by 30–50% from clock time.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0715,Antigravity review,Question 7; L715,published finding,"- **Physiological Reality:** Natural cadences (0.5–8.0s) produce equivalent hypertrophy [Tier A; Schoenfeld et al. 2015, PMID: 25601394, DOI: 10.1007/s40279-015-0304-0; Tier A; Wilk et al. 2021, PMID: 34043184, DOI: 10.1007/s40279-021-01465-2].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0716,Antigravity review,Question 7; L716,design proposal,- **App Verdict:** **REJECT ENTIRELY (PURE NOISE)**.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0719,Antigravity review,Question 7; L719,published finding,"- **Measurement Reliability (Tier B−):** Novice and intermediate lifters suffer from Dunning-Kruger effects regarding technique, failing to self-identify lumbar flexion or momentum [Tier D; Dunning & Kruger 1999, PMID: 10626367, DOI: 10.1037/0022-3514.77.6.1121; Tier B−; Frost et al. 2015, PMID: 25486299, DOI: 10.1519/JSC.0000000000000793].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0720,Antigravity review,Question 7; L720,design proposal,"- **App Verdict:** **REJECT AS SCALAR PROGRESSION METRIC**. May exist only as a binary subjective checkbox (""Technical breakdown occurred: Yes/No"") for personal reflection.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0723,Antigravity review,Question 7; L723,published finding,"- **Psychometric Validity (Tier B−):** While exact continuous RIR estimation carries an error margin of $\pm 1.2-2.5$ reps, binary thresholding into ""Hard Sets"" (RPE $\ge 8$ / RIR $\le 2$ vs submaximal warm-ups) is highly stable [Tier B−; Steele et al. 2017, PMID: 29204323; Tier B−; Halperin et al. 2022, PMID: 34542869].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0724,Antigravity review,Question 7; L724,published finding,"- **Physiological Reality:** Weekly hard set volume per muscle group exhibits a clear dose-response relationship with hypertrophy across the 10–20 set/week window ($R^2 = 0.68$) [Tier A; Baz-Valle et al. 2021, PMID: 30063555, DOI: 10.1519/JSC.0000000000002776; Tier A; Currier et al. 2023, PMID: 37414459, DOI: 10.1136/bjsports-2023-106807].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0725,Antigravity review,Question 7; L725,design proposal,- **App Verdict:** **VALID AND RECOMMENDED**. Tracking weekly count of hard sets is the single most scientifically justified non-load volume metric.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNSUPPORTED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
